NAME	CMC	END	LYM	SMC	MAC	RBC	ADI
FBN1	4787.999999999997	5082.0	30.999999999999993	86225.99999999991	23.000000000000004	49.00000000000001	30927.00000000001
FBN2	21539.000000000022	2021.0000000000005	3.0	4642.5	376.5000000000001	1.0	6882.499999999997
FCAR	1.0	1.0	5.000000000000001	1.0	427.5	1.0	1.0
FCER1G	3.0	11.500000000000004	116.50000000000003	6.5	13937.000000000004	16.999999999999996	8.0
FCGR1A	8.0	2.0	3.5	2.5	1596.9999999999995	1.0	7.0
FCGR1B	1.0	1.0	2.0	1.0	665.5000000000002	1.0	4.0
FCGR1CP	1.0	1.0	2.0	1.0	507.99999999999983	1.0	2.0
FCGR2A	6.0	8.5	107.00000000000003	5.5	10422.000000000004	171.9999999999999	24.0
FCGR2C	1.0	2.0	143.50000000000006	1.5	2952.500000000001	63.000000000000014	7.5
FCGR3A	1.0	2.0	93.49999999999997	1.0	11189.499999999996	63.000000000000014	3.0
FCGR3B	1.0	1.0	25.999999999999993	1.0	3001.999999999999	49.00000000000001	1.0
FCHO2	595.0000000000002	844.0000000000001	96.0	493.5000000000001	1660.9999999999993	368401.9999999994	600.4999999999998
FCMR	5.000000000000001	2.0	5670.999999999996	22.5	193.50000000000003	1.0	2.0
FCN1	1.0	2.0	38.999999999999986	1.0	6614.5	56.00000000000002	32.0
FCRL1	1.0	1.5	167.99999999999994	1.0	8.0	1.0	1.0
FCRL3	1.0	2.0	963.5000000000001	1.0	5.000000000000001	1.0	1.0
FERMT2	4700.999999999999	2737.5000000000005	9.499999999999998	5814.499999999996	21.500000000000004	1.0	12284.999999999996
FFAR2	1.0	2.0	5.000000000000001	1.0	804.9999999999998	16.999999999999996	3.0
FGD5	79.99999999999997	3863.999999999998	4.0	7.5	39.499999999999986	1.0	9.999999999999998
FGF5	64.0	48.5	1.0	1755.0000000000005	2.0	1.0	138.0
FGL2	32.0	2.5	366.5000000000001	177.0	9290.499999999996	33.0	26.999999999999993
FGR	1.0	6.0	776.5000000000002	1.0	13019.999999999998	16.999999999999996	596.9999999999995
