InputSample	CMC	END	LYM	SMC	MAC	RBC	ADI	P-value	PearsonCorrelation	RMSE
GTEX-ZLFU-0126-SM-5EQMN.1	0.04379691033615051	0.13457849862340884	0	0.6832408279080391	0.05336699524642951	0	0.085016767885972	0	0.8017011232667166	0.9869534276122349
GTEX-13FHP-1126-SM-5IJDO.1	0.03876522169698973	0.1493540334815564	0.0023775731982261074	0.7734526561376363	0.012791106255068496	0	0.023259409230522908	0	0.5997040478551292	0.9894905276126867
GTEX-P4PP-3026-SM-3P61O.1	0.03750696312103796	0.07931590989425102	0	0.4028814246554538	0.00790608581288659	0	0.47238961651637057	0.02	0.2394301363646485	0.9943763510727887
GTEX-1399S-0926-SM-5PNVQ.1	0.028201943948569543	0.11335162595862366	0.0010618217975491744	0.5318387089421546	0.07214769643412114	0	0.2533982029189819	0	0.6674086255935142	0.9884514378146433
GTEX-12WSD-1026-SM-5EQ42.1	0.07990982878111703	0.12004399881729942	0	0.7974607779179141	0.002169919341305733	0	0.0004	0	0.7882857830871223	0.9860044640003066
GTEX-WY7C-1526-SM-4OND2.1	0.02625472262662014	0.07232144046398754	0	0.4620054850259605	0.0047371154551267575	0	0.43468123642830503	0	0.49515569250634145	0.9889359584200288
GTEX-117YX-1726-SM-5GZZS.1	0.08531606039159036	0.13707021111614706	0	0.6723168089150686	0.016962953451977295	0	0.08833396612521668	0	0.49364698851719085	0.9918994228534136
GTEX-14E1K-0926-SM-5S2U4.1	0.017315578865902907	0.08442393963791697	0	0.3603632025642472	0	0	0.537897278931933	0.02	0.20754505100806525	0.9947142997971313
GTEX-ZYFC-1226-SM-5GIE4.1	0.12689325941431912	0.10599929151069745	0	0.6791207470847972	0	0	0.08798670199018621	0	0.36224952559773627	0.9939187938856107
GTEX-YF7O-0226-SM-5IFJ4.1	0.01748283628775872	0.08255768195495505	0	0.3688648613779525	0.005588744786784377	0	0.5255058755925495	0	0.437092075019513	0.9892260135320817
GTEX-QEG5-1026-SM-4R1KT.1	0.0471661277496652	0.11354193493422761	0	0.5541236313751096	0	0	0.2851683059409976	0	0.5977280068644751	0.9888224840218889
GTEX-13W3W-0626-SM-5LU45.1	0.028605677263089196	0.06594513487348527	0	0.3676182030442113	0.009541245211544057	0	0.5282897396076701	0	0.6559985839319877	0.983835974538109
GTEX-13O21-2926-SM-5J1OU.1	0.02671698051427191	0.08451476408347615	0	0.3995791486241161	0.0030815991520414775	0	0.4861075076260944	0	0.5206468300155697	0.9877807717964746
GTEX-147F4-1326-SM-5LU9V.1	0.05218994529529239	0.1319372395624852	0	0.8119174856838451	0	0	0.003955329458377265	0	0.6870520398157848	0.987562440650487
GTEX-11UD2-1126-SM-5EQM6.1	0.05467258414633097	0.15780613397840904	0	0.7773807047481092	0	0	0.010140577127150724	0	0.64218885098207	0.9887548869379595
GTEX-12ZZX-0626-SM-5EQ46.1	0.05844197412687403	0.14710834098093165	0	0.6056599385595695	0	0	0.18878974633262477	0	0.4260514779603151	0.9926638293864734
GTEX-13X6J-1326-SM-5QGOV.1	0.03470106525471972	0.1320641791974992	0	0.689193954140756	0	0	0.1440408014070251	0	0.44495421537672747	0.9921179124765547
GTEX-13PVR-1126-SM-5S2NX.1	0.04514216367059705	0.15779321111186134	0	0.7843751369866445	0.012015683955238046	0.0007	0	0	0.8502305036288124	0.9850610553422178
GTEX-WHPG-0726-SM-4M1XX.1	0.03263228649220685	0.08620943417842199	0	0.42846120619395933	0.0051911964380555444	0	0.4475058766973563	0	0.5608794825984551	0.9874503380003314
GTEX-Y114-0326-SM-4TT99.1	0.060473857920972346	0.15681299809224067	0	0.7483386718758581	0.01001790123423005	0	0.024356570876698853	0	0.7974337695541336	0.9864784872759831
GTEX-13QJC-0626-SM-5S2O9.1	0.05372170568792533	0.157037447037224	0	0.7590245874856457	0	0	0.030216259789205027	0	0.73992518407666	0.9872359655783729
GTEX-ZF29-0126-SM-4WKGZ.1	0.03977731874414724	0.16388582654672512	0.0002	0.7845278211662415	0.009924762191299815	0	0.0016621720241985964	0	0.7703622305840526	0.9865046062282236
GTEX-12696-0526-SM-5EQ3Z.1	0.06447638560512353	0.1321578392755842	0	0.7899846458855787	0.013381129233713616	0	0	0	0.8359327796977405	0.9853080897862485
GTEX-13S86-0526-SM-5QGPZ.1	0.054726137254631095	0.10665964334565185	0	0.6363272647081907	0.0238957174468173	0	0.17839123724470907	0	0.6190861962145878	0.9893272701423081
GTEX-UJHI-0326-SM-4IHJE.1	0.06276420801029299	0.12483207687758653	0	0.753360609095215	0.0060541184198587734	0	0.052988987597046844	0	0.6894340213135639	0.9880344881161571
GTEX-PWOO-0426-SM-48TZF.1	0.022304994358842957	0.09823915320387103	0	0.45389928972787646	0.007569840916860445	0	0.41798672179254903	0	0.5022313071908773	0.9891136359304173
GTEX-SNMC-0226-SM-4DM6F.1	0.061700221836047134	0.13051626670216826	0	0.7904762541194319	0	0	0.017307257342352705	0	0.7946637543591651	0.9859119603811489
GTEX-RWS6-0426-SM-47JXH.1	0.049223032683037356	0.12122013889506625	0	0.8207720902871881	0	0	0.008784738134708382	0	0.843525759636474	0.9846140673872119
GTEX-S3XE-0226-SM-4AD6I.1	0.055503492500806495	0.15883374791249294	0	0.7723286189482801	0.0025806674574915807	0	0.01075347318092891	0	0.8578962592514058	0.985142331985561
GTEX-U8XE-1026-SM-4E3HM.1	0.048289383917763815	0.15960332632821778	0	0.7648781752322651	0.005335661432542616	0	0.021893453089210722	0	0.7542984105796883	0.9869633376678272
GTEX-XQ8I-0326-SM-4BOPN.1	0.03623942212751405	0.08907135992635992	0	0.38031489443146893	0	0	0.4943743235146571	0	0.3341074204095475	0.9920547282570007
GTEX-RTLS-0726-SM-46MV4.1	0.09705191009155532	0.13880725451647744	0	0.6814385613118851	0	0	0.0827022740800821	0	0.5608878799694126	0.9907688097405083
GTEX-WFG7-0626-SM-4LMK6.1	0.05444694802282649	0.10143596258113793	0	0.58116895139434	0	0	0.2629481380016956	0	0.5805950889223573	0.9892630084470647
GTEX-QDVN-0126-SM-4GIC9.1	0.035778866547870304	0.08659936382358337	0	0.40940723473599494	0.002062975750072516	0	0.4661515591424789	0	0.5339112485100985	0.987799367758434
GTEX-P4PP-3026-SM-3P61O.3	0.03750696312103796	0.07931590989425102	0	0.4028814246554538	0.00790608581288659	0	0.47238961651637057	0.02	0.2394301363646485	0.9943763510727887
GTEX-13OW8-2026-SM-9WYSA.1	0.05427844357481948	0.15795770968116088	0	0.761396777909549	0	0	0.026367068834470726	0	0.7431584533433716	0.9871699855722171
GTEX-15ER7-1426-SM-6PAMA.1	0.08983482159734918	0.12535111791777104	0	0.7755989332821086	0	0	0.009215127202771208	0	0.6989879446771159	0.9878181536130085
GTEX-1BAJH-1226-SM-7SB7A.1	0.010719942618190833	0.061089671419962445	0	0.35389996940594515	0.0044609586766196545	0	0.5698294578792819	0	0.6424617513645149	0.9832540592752428
GTEX-1H3VY-1326-SM-9WPOA.1	0.06185784840245587	0.1526717281447302	0	0.7523022005948024	0.0011321432791276558	0	0.03203607957888383	0	0.8621511200895403	0.9852679828013072
GTEX-1HSMQ-0626-SM-CL54A.1	0.059801631880640936	0.06535833034864759	0	0.8748400377707114	0	0	0	0	0.7312358995374628	0.9859223849463614
GTEX-1QCLZ-0826-SM-EWRNA.1	0.0454715752412802	0.13847254971918058	0	0.6752629419408027	0.0077624827887764584	0	0.13303045030996016	0	0.7513611008466922	0.9872337679408186
GTEX-NPJ8-1326-SM-3LK6B.1	0.0548704698782867	0.10954930585805515	0	0.5703643385945631	0.010086306505843313	0	0.25512957916325163	0	0.49437599009671335	0.9910102619850628
GTEX-18A67-1426-SM-718BC.1	0.0417003633265057	0.1145600350241426	0	0.5501492125910288	0	0	0.29359038905832285	0	0.5286080257206394	0.9899858324300793
GTEX-OOBJ-3026-SM-3NB1D.1	0.05248027504950962	0.16200367687585396	0	0.7597005070658848	0.007075738590655187	0	0.0187398024180964	0	0.7678331924726244	0.9868296593475585
GTEX-1K9T9-1026-SM-D3L9D.1	0.04070372288507788	0.058145181956112145	0	0.39887468989389974	0.008795630403645194	0	0.493480774861265	0	0.4730817999873386	0.9887640624742433
GTEX-1EU9M-2026-SM-7RHGE.1	0.04823389044788792	0.1534777597719107	0.01061338619563287	0.7048152469974679	0	0	0.08285971658710074	0	0.5414286543326214	0.9908490761320752
GTEX-1IKOE-0826-SM-ARZME.1	0.05730200984628177	0.07299715152993518	0	0.36468028669922464	0	0	0.5050205519245584	0	0.46197415530359026	0.9889780907146589
GTEX-18A7B-0926-SM-7189F.1	0.05689948468463024	0.1531099584420727	0	0.7702712054283231	0	0	0.019719351444973967	0	0.3696951031779991	0.993431551518335
GTEX-OIZH-3026-SM-3NB1G.1	0.06433377462885854	0.14706331407819354	0	0.7543593423022308	0.0025780196954145644	0	0.031665549295302506	0	0.8673750196373928	0.9851522159744571
GTEX-17F9E-1226-SM-7EWDG.1	0.048897779016373794	0.16616350789440165	0	0.762880241006003	0.0003	0	0.021718064454133292	0	0.817022668063321	0.9859220266304953
GTEX-1B8KE-0426-SM-7189G.1	0.030409360496485738	0.14167330331321334	0.0024691348115575607	0.6742352811716362	0.06029910761518002	0	0.090913812591927	0	0.7654785734040175	0.9876080533637989
GTEX-12WSE-1126-SM-7DUEH.1	0.04169856589512665	0.05239532007698933	0	0.35876213320518335	0.006775959867970496	0	0.5403680209547302	0.02	0.2769855176499284	0.9929892595172022
GTEX-O5YW-3026-SM-3MJHI.1	0.04170566690402093	0.15625802372109923	0	0.7611039384601591	0.01079968678427562	0	0.030132684130445005	0	0.8797678156457324	0.9848503205085657
GTEX-15TU5-1226-SM-6PAMI.1	0.061170256929927974	0.1570796622097146	0	0.7147052134200237	0	0	0.06704486744033365	0	0.6952910913803725	0.9883238162455136
GTEX-1HCUA-0426-SM-CGQEI.1	0.06019577406123662	0.15672772436153823	0	0.7665934359125499	0.002092604992197422	0	0.01439046067247779	0	0.879031316043916	0.9848581417009428
GTEX-1J8QM-0226-SM-CYPSI.1	0.032037690457620345	0.1086983448985434	0	0.5282847658155153	0.039430991978164416	0	0.29154820685015653	0	0.6375821022709766	0.9882530007144988
GTEX-14PJ6-1226-SM-6LLHJ.1	0.06753218112113031	0.15906158770477596	0	0.7657601132312293	0	0	0.00764611794286447	0	0.8069459081292778	0.9861256320538349
GTEX-15CHR-0526-SM-79OLJ.1	0.08144839969727694	0.107013028764698	0	0.4883947323035246	0	0	0.3231438392345006	0	0.381119508436193	0.9926890856556906
GTEX-16YQH-0826-SM-7938J.1	0.0628451435219296	0.16149051604432124	0	0.766652665003663	0	0	0.009011675430086128	0	0.6442441549851676	0.9888559635680928
GTEX-1GMR8-1226-SM-9YFLJ.1	0.054931423121965244	0.14772356404639003	0	0.7286753485527868	0	0	0.06866966427885782	0	0.48464637593690896	0.9916389205817242
GTEX-1LGRB-0826-SM-COH3J.1	0.056214842410867806	0.16337041038483469	0	0.759623679421975	0	0	0.020791067782322505	0	0.7603403378464941	0.9869355271694429
GTEX-14E7W-1026-SM-62LEK.1	0.0460930616401922	0.1103790919504835	0	0.6851251632666037	0	0	0.1584026831427206	0	0.4953213606474831	0.9911640684252697
