NAME	CMC	END	LYM	SMC	MAC	RBC	ADI
CD96	8.0	2.0	1492.9999999999993	5.5	8.0	11.000000000000004	528.5000000000002
CDH1	277.0000000000001	2.0	20.000000000000004	3.0	8.999999999999998	14196.999999999998	9.999999999999998
CDH11	2526.0000000000014	527.5000000000001	1.0	11755.500000000002	3.0	1.0	4672.5
CDH2	6047.999999999997	993.9999999999999	4.0	12857.00000000001	8.999999999999998	1.0	1146.4999999999995
CDH3	2040.0000000000011	1.0	6.0	2.0	2.0	1.0	20.0
CDH5	17.999999999999996	17443.0	1.0	60.500000000000014	8.0	1.0	3.5
CDH6	74.00000000000001	12.000000000000004	1.0	1474.0	2.0	1.0	580.5
CDO1	115.00000000000004	18.499999999999996	2.0	23.000000000000004	2.0	1.0	4011.9999999999973
CDR1	105.00000000000004	3.0	1.0	870.9999999999998	1.0	1.0	3966.999999999998
CDR1-AS	89.0	2.0	1.0	856.5000000000001	1.0	1.0	3952.4999999999973
CEMIP	140.99999999999991	32.5	45.0	37288.99999999999	59.500000000000014	1.0	1458.5000000000005
CEP57L1P1	37.00000000000001	31.499999999999996	13.0	26.499999999999993	17.999999999999996	14406.999999999985	74.00000000000001
CGNL1	3186.000000000002	1285.4999999999998	2.0	66.0	4.5	1.0	73.5
CHI3L1	8.0	2.0	4.0	102.99999999999997	2017.500000000001	1.0	480.49999999999966
CHRDL1	20.000000000000004	1.0	1.0	3.0	1.0	1.0	11845.500000000004
CHRM2	1475.0	1.0	1.0	700.0000000000002	1.0	1.0	6.0
CHRM3-AS2	3.0	2.0	176.5	1.0	3.0	1.0	1.0
CHST13	3.0	2.0	2.0	1.0	253.0	1.0	1.0
CIDEC	1.0	1.0	2.0	1.0	3.0	1.0	29372.499999999985
CLDN11	16.0	2548.500000000001	4.0	5805.500000000002	8.0	1.0	1447.4999999999995
CLDN5	2.0	816.4999999999994	3.0	2.0	1.5	1.0	1.0
CLDN6	1338.0	1.0	1.0	2.0	2.0	1.0	4.5
CLEC10A	1.0	3.5	4.0	1.0	263.49999999999983	1.0	1.0
CLEC12A	2.0	2.0	16.0	1.0	1388.4999999999993	11.000000000000004	1.0
CLEC14A	1.0	4716.000000000001	1.0	59.500000000000014	1.0	1.0	1.0
CLEC4E	2.0	2.0	4.0	1.0	1133.5000000000005	1.0	1.0
CLEC5A	1.0	1.0	2.0	1.0	826.0000000000005	8.999999999999998	3.0
CLEC7A	1.0	2.0	20.000000000000004	1.0	6948.000000000002	8.999999999999998	1.5
CLMP	156.00000000000003	53.5	12.000000000000004	7039.5	37.00000000000001	8.999999999999998	12789.000000000004
CLSTN2	2015.999999999999	4.5	1.0	13.999999999999996	3.0	1.0	64.0
CNN1	1998.0000000000014	4.5	1.0	1104.5000000000005	3.0	1.0	497.4999999999999
CNTLN	368.99999999999994	397.4999999999998	22.0	331.4999999999999	459.9999999999996	54381.00000000006	386.0000000000003
COL11A1	1361.0000000000011	2.0	1.0	253.49999999999991	2.0	1.0	1964.500000000001
COL12A1	1415.9999999999993	1074.999999999999	2.0	38026.49999999997	3.0	16.999999999999996	13281.000000000004
